-1.614151382446289062e+01 -2.368318367004394531e+01
-2.563055276870727539e+00 -1.539916515350341797e+01
1.617436981201171875e+01 2.052678680419921875e+01
-4.122212600708007812e+01 1.334408283233642578e+01
1.018614864349365234e+01 3.071725463867187500e+01
-3.616463470458984375e+01 2.343556594848632812e+01
-2.621267700195312500e+01 1.784486389160156250e+01
1.789134025573730469e+01 2.143338203430175781e+01
2.477077674865722656e+01 1.023140239715576172e+01
-1.671342277526855469e+01 -1.660328483581542969e+01
3.155573844909667969e+01 -3.430185699462890625e+01
1.616407585144042969e+01 -2.563193321228027344e+01
-2.679819869995117188e+01 3.395709991455078125e+01
-6.531270027160644531e+00 5.026573181152343750e+00
-3.532624053955078125e+01 -5.944305419921875000e+00
1.374027347564697266e+01 -3.097625732421875000e+01
4.335616683959960938e+01 -2.415872573852539062e+01
-8.121273040771484375e+00 2.842025566101074219e+01
4.199022293090820312e+01 -3.343980789184570312e+01
7.732833027839660645e-01 2.572794914245605469e+01
-1.443550300598144531e+01 -1.045853328704833984e+01
-3.494024658203125000e+01 -4.408751010894775391e+00
-1.655110931396484375e+01 -1.979220962524414062e+01
-2.260799217224121094e+01 -1.107595252990722656e+01
2.515533065795898438e+01 1.542632293701171875e+01
-3.897955703735351562e+01 -1.351747417449951172e+01
-2.290789222717285156e+01 -1.720036125183105469e+01
-3.353558731079101562e+01 -7.781394004821777344e+00
4.360799407958984375e+01 -6.218897819519042969e+00
-9.350620269775390625e+00 -2.261802482604980469e+01
2.060268402099609375e+01 -7.545554161071777344e+00
-3.095976257324218750e+01 1.194369983673095703e+01
2.826068496704101562e+01 -3.278815460205078125e+01
-2.407170677185058594e+01 -1.641302490234375000e+01
-4.157360839843750000e+01 3.572172927856445312e+01
-4.594064712524414062e+01 2.984957504272460938e+01
2.738284492492675781e+01 2.938848304748535156e+01
-1.399588203430175781e+01 1.393318176269531250e+01
5.180836200714111328e+00 -2.858786201477050781e+01
5.031031799316406250e+01 -3.396863174438476562e+01
-5.344661712646484375e+01 -7.241836786270141602e-01
-1.494512367248535156e+01 2.917326736450195312e+01
3.146693992614746094e+01 -1.609195899963378906e+01
2.673904037475585938e+01 -1.781528854370117188e+01
4.445339202880859375e+01 -4.309149169921875000e+01
-3.020434188842773438e+01 2.093311691284179688e+01
